id,attrition,gender,age,maritalstatus,academic_degree,years_experience,years_experience_lastorganization,sector,department,jobtitle,monthlysalary,allowances,medicalinsurance,bonus,overtime,payment_overtime,rewards_wages_satisfaction,get_deserved_promotion,training_programs_during_last_three_years,useful_training_programs,business_travel,job_support,recognition,emotional_commitment,job_engagement,distance_to_work,work_live_balance,physical_stress,psychological_exhaustion,job_stability,health_issues,environment_satisfaction,job_satisfaction,job_opportunities,age_group,salary_band,attrition_label
86,0,Female,21 to 30,Married,Bachelor's,Less than 5 years,Less than 5 years,Financial sector,Sales,Salesman,From 5000 to 10000 S.R,2,Yes,No,No,No,No,No,From 7 training programs to more,Yes,I do not travel for work,Low,No,High,Medium,Close,Easy,Sometimes,Yes,No,No,Low,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
87,1,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Training,Trainer,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Difficult,Close,Easy,Yes,Yes,No,No,Low,Not satisfied,Yes,21 to 30,Less than 5000 SAR,Left
88,1,Male,21 to 30,Married,Diploma or secondary,From 5 to 10 years,From 5 to 10 years,Financial sector,Customers service,Customer services representative,From 5000 to 10000 S.R,2,Yes,Yes,Yes,No,No,No,From 4 to 6 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Far,Medium,Sometimes,Sometimes,Yes,No,Medium,Not satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
89,0,Male,31 to 40,Married,Ph.D,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Lecturer,From 11000 to 15000 S.R,1,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,Travel rarely,Medium,Yes,High,Medium,Medium,Medium,Sometimes,No,Yes,No,Medium,Very satisfied,No,31 to 40,From 11000 to 15000 S.R,Stayed
90,1,Male,31 to 40,Married,Ph.D,From 11 to 15 years,Less than 5 years,Education sector,Information technology,IT specialist,From 5000 to 10000 S.R,3,Yes,No,Yes,No,No,No,From 1 to 3 training programs,No,I do not travel for work,Low,No,Low,Difficult,Medium,Medium,Sometimes,Yes,No,No,Medium,Not satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Left
91,1,Male,31 to 40,Married,Master's,From 11 to 15 years,From 5 to 10 years,Communications and IT sector,Information technology,Cybersecurity director,From 11000 to 15000 S.R,1,No,No,Yes,Yes,No,Yes,From 4 to 6 training programs,Yes,Travel rarely,Low,Yes,Medium,Medium,Far,Easy,Sometimes,Yes,Yes,No,High,Satisfied,Yes,31 to 40,From 11000 to 15000 S.R,Left
92,0,Male,31 to 40,Married,Master's,Less than 5 years,Less than 5 years,Communications and IT sector,HR,Consultant,From 11000 to 15000 S.R,1,No,No,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,Travel rarely,Low,No,Low,Medium,Close,Easy,Sometimes,Sometimes,Yes,No,Medium,Satisfied,No,31 to 40,From 11000 to 15000 S.R,Stayed
93,1,Male,31 to 40,Married,Master's,Less than 5 years,Less than 5 years,Tourism sector,Information technology,IT specialist,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Difficult,Close,Medium,Sometimes,Sometimes,No,No,Low,Not satisfied,No,31 to 40,Less than 5000 SAR,Left
94,0,Male,21 to 30,Married,Ph.D,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,From 11000 to 15000 S.R,0,No,No,Yes,No,No,No,I did not receive any training,No,I do not travel for work,Low,No,High,Medium,Medium,Medium,No,No,Yes,No,Medium,Satisfied,No,21 to 30,From 11000 to 15000 S.R,Stayed
95,1,Male,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Economic sector,Accounting,Accountant,Less than 5000 SAR,0,No,No,No,No,No,No,I did not receive any training,No,I do not travel for work,Low,Yes,Low,Difficult,Close,Difficult,No,No,No,No,Medium,Satisfied,Yes,21 to 30,Less than 5000 SAR,Left
96,0,Male,31 to 40,Married,Bachelor's,From 11 to 15 years,From 11 to 15 years,Financial sector,Accounting,Admin accountant,From 5000 to 10000 S.R,2,Yes,No,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,Travel rarely,Medium,Yes,High,Medium,Close,Medium,Sometimes,Sometimes,Yes,No,High,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
97,1,Male,31 to 40,Married,Bachelor's,Less than 5 years,Less than 5 years,Financial sector,Accounting,Accountant,From 5000 to 10000 S.R,1,Yes,No,No,I don't have overtime,Yes,No,I did not receive any training,No,I do not travel for work,Medium,Yes,Low,Difficult,Close,Medium,No,No,Yes,No,High,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Left
98,0,Male,31 to 40,Married,Ph.D,From 11 to 15 years,From 11 to 15 years,Education sector,Teaching,Lecturer,From 16000 to 20000 S.R,0,No,No,No,No,No,No,From 4 to 6 training programs,No,Travel rarely,Medium,No,Medium,Medium,Medium,Medium,Yes,Yes,No,No,Medium,Satisfied,No,31 to 40,From 16000 to 20000 S.R,Stayed
99,1,Male,41 to 50,Married,Ph.D,From 11 to 15 years,Less than 5 years,Medical sector,Processes,Consultant,S.R 31000 - and more,2,Yes,No,Yes,No,No,Yes,From 4 to 6 training programs,Yes,Travel frequently,Medium,Yes,Medium,Medium,Close,Medium,Yes,Sometimes,No,No,Medium,Not satisfied,Yes,41 to 50,S.R 31000 - and more,Left
100,1,Male,41 to 50,Married,Bachelor's,Less than 5 years,Less than 5 years,Financial sector,Sales,Salesman,From 5000 to 10000 S.R,2,Yes,Yes,No,I don't have overtime,Yes,Yes,From 1 to 3 training programs,Yes,Travel rarely,High,Yes,High,Medium,Medium,Easy,No,No,Yes,No,High,Very satisfied,No,41 to 50,From 5000 to 10000 S.R,Left
101,0,Female,31 to 40,Married,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,No,Yes,No,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Low,Yes,Medium,Medium,Far,Medium,Yes,Yes,No,No,Medium,Satisfied,Yes,31 to 40,Less than 5000 SAR,Stayed
102,0,Female,21 to 30,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Transport sector,Administration,Administrative manager,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Easy,Medium,Medium,Sometimes,Sometimes,No,No,Low,Not satisfied,No,21 to 30,Less than 5000 SAR,Stayed
103,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,Low,Medium,Close,Easy,Yes,Yes,No,No,Low,Not satisfied,No,21 to 30,Less than 5000 SAR,Stayed
104,0,Female,31 to 40,Single,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Low,Yes,Medium,Medium,Medium,Medium,Yes,Yes,No,No,Medium,Satisfied,Yes,31 to 40,Less than 5000 SAR,Stayed
105,0,Female,21 to 30,Married,Bachelor's,Less than 5 years,Less than 5 years,Transport sector,Administration,Administrative manager,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Medium,No,Low,Difficult,Far,Medium,Yes,Yes,No,No,Low,Not satisfied,Yes,21 to 30,Less than 5000 SAR,Stayed
106,0,Female,31 to 40,Married,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Medium,Medium,Medium,Medium,Sometimes,Sometimes,No,No,Medium,Satisfied,No,31 to 40,Less than 5000 SAR,Stayed
107,1,Female,51 to 60,Married,Ph.D,From 26 to 30 years,From 5 to 10 years,Medical sector,Patient Affairs,Doctor,From 5000 to 10000 S.R,0,Yes,No,Yes,Yes,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,High,Easy,Close,Easy,Sometimes,Sometimes,No,No,Medium,Satisfied,Yes,51 to 60,From 5000 to 10000 S.R,Left
108,0,Female,31 to 40,Married,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Low,Yes,Low,Medium,Close,Medium,Sometimes,No,Yes,No,Medium,Satisfied,No,31 to 40,Less than 5000 SAR,Stayed
109,0,Female,31 to 40,Married,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,From 7 training programs to more,Yes,I do not travel for work,Low,Yes,High,Difficult,Medium,Difficult,Sometimes,Sometimes,No,Yes,Low,Satisfied,No,31 to 40,Less than 5000 SAR,Stayed
110,1,Female,31 to 40,Single,Bachelor's,From 5 to 10 years,Less than 5 years,Financial sector,HR,HR Specialist,Less than 5000 SAR,1,No,No,No,I don't have overtime,No,No,From 7 training programs to more,No,I do not travel for work,Low,No,High,Medium,Far,Easy,No,No,No,No,High,Not satisfied,Yes,31 to 40,Less than 5000 SAR,Left
111,0,Female,31 to 40,Married,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,High,Easy,Close,Medium,Yes,Sometimes,Yes,No,High,Satisfied,No,31 to 40,Less than 5000 SAR,Stayed
112,0,Female,31 to 40,Single,Master's,From 5 to 10 years,From 5 to 10 years,Medical sector,Patient Affairs,Doctor,From 21000 to 25000 S.R,2,Yes,No,No,No,No,No,From 1 to 3 training programs,Yes,Travel rarely,High,No,Low,Easy,Medium,Difficult,Yes,Yes,No,No,High,Satisfied,No,31 to 40,From 21000 to 25000 S.R,Stayed
113,0,Female,41 to 50,Married,Bachelor's,From 11 to 15 years,From 11 to 15 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,No,No,No,No,Yes,No,From 7 training programs to more,No,I do not travel for work,Medium,Yes,Medium,Easy,Close,Medium,Sometimes,No,Yes,No,High,Satisfied,No,41 to 50,From 5000 to 10000 S.R,Stayed
114,1,Female,21 to 30,Married,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Trainer,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,Yes,High,Medium,Close,Easy,No,No,Yes,No,High,Satisfied,Yes,21 to 30,Less than 5000 SAR,Left
115,0,Female,31 to 40,Single,Master's,From 11 to 15 years,From 11 to 15 years,Education sector,Teaching,Lecturer,From 5000 to 10000 S.R,1,No,No,No,I don't have overtime,No,No,From 4 to 6 training programs,No,I do not travel for work,Low,No,Low,Easy,Medium,Difficult,Yes,Yes,No,No,Medium,Not satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
116,1,Female,21 to 30,Single,Bachelor's,From 5 to 10 years,Less than 5 years,Financial sector,Accounting,Accountant,From 5000 to 10000 S.R,2,Yes,Yes,Yes,Yes,No,No,From 1 to 3 training programs,No,I do not travel for work,Low,Yes,Low,Medium,Medium,Difficult,Sometimes,Yes,No,No,Low,Not satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
117,1,Female,21 to 30,Married,Bachelor's,Less than 5 years,Less than 5 years,Transport sector,Information technology,IT specialist,From 11000 to 15000 S.R,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,Travel rarely,High,No,Low,Difficult,Medium,Difficult,Yes,Yes,No,Yes,Low,Not satisfied,No,21 to 30,From 11000 to 15000 S.R,Left
118,1,Male,31 to 40,Married,Master's,From 5 to 10 years,Less than 5 years,Financial sector,Processes,Operations Supervisor,From 5000 to 10000 S.R,2,Yes,Yes,No,No,No,No,From 1 to 3 training programs,No,I do not travel for work,Medium,No,Medium,Difficult,Close,Difficult,Yes,Yes,No,No,Low,Not satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Left
119,1,Female,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Food production sector,Sales,Salesman,From 11000 to 15000 S.R,2,Yes,Yes,No,No,No,No,From 1 to 3 training programs,No,I do not travel for work,Medium,No,Medium,Easy,Close,Easy,No,No,Yes,No,Medium,Satisfied,Yes,31 to 40,From 11000 to 15000 S.R,Left
120,1,Male,21 to 30,Married,Bachelor's,From 5 to 10 years,Less than 5 years,Food production sector,Safety & Security,Security and safety specialist,From 11000 to 15000 S.R,2,Yes,No,Yes,No,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Low,No,Low,Easy,Far,Difficult,Sometimes,Yes,No,No,Low,Not satisfied,Yes,21 to 30,From 11000 to 15000 S.R,Left
121,0,Female,21 to 30,Married,Master's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,2,Yes,No,No,No,Yes,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,High,Medium,Medium,Medium,Yes,Yes,No,No,Medium,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Stayed
122,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Communications and IT sector,Administration,Manger assistant,From 5000 to 10000 S.R,1,No,Yes,No,I don't have overtime,Yes,Yes,From 4 to 6 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Medium,Easy,Sometimes,Sometimes,No,No,Medium,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
123,1,Male,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Communications and IT sector,Information technology,IT specialist,From 5000 to 10000 S.R,2,Yes,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,High,Difficult,Close,Difficult,Yes,Yes,No,No,Medium,Not satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
124,1,Female,31 to 40,Single,Bachelor's,Less than 5 years,Less than 5 years,Transport sector,Processes,Data entry operator,Less than 5000 SAR,1,Yes,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,High,Easy,Close,Medium,No,No,No,No,Low,Satisfied,No,31 to 40,Less than 5000 SAR,Left
125,1,Male,31 to 40,Single,Diploma or secondary,From 5 to 10 years,Less than 5 years,Communications and IT sector,Technical support,IT specialist,Less than 5000 SAR,0,Yes,No,No,I don't have overtime,No,No,From 4 to 6 training programs,Yes,Travel rarely,Low,No,Medium,Medium,Close,Medium,Sometimes,Sometimes,No,No,Medium,Satisfied,No,31 to 40,Less than 5000 SAR,Left
126,0,Male,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Food production sector,Processes,Quality Specialist,From 11000 to 15000 S.R,2,Yes,Yes,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Medium,Yes,High,Easy,Close,Medium,Sometimes,No,Yes,No,High,Satisfied,Yes,21 to 30,From 11000 to 15000 S.R,Stayed
127,1,Male,21 to 30,Single,Bachelor's,From 5 to 10 years,Less than 5 years,Industry sector,Marketing,Marketing Specialist,Less than 5000 SAR,1,Yes,Yes,Yes,Yes,No,No,I did not receive any training,No,Travel rarely,Low,No,Medium,Medium,Medium,Easy,No,Sometimes,Yes,No,Medium,Satisfied,No,21 to 30,Less than 5000 SAR,Left
128,1,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Food production sector,Customers service,Customer services representative,Less than 5000 SAR,4,Yes,No,Yes,No,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Difficult,Far,Medium,Sometimes,Yes,No,No,Medium,Not satisfied,No,21 to 30,Less than 5000 SAR,Left
129,1,Male,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Industry sector,HR,HR Specialist,Less than 5000 SAR,2,Yes,No,No,No,No,No,I did not receive any training,No,Travel rarely,Medium,Yes,Medium,Medium,Close,Medium,Yes,Sometimes,No,No,Medium,Satisfied,Yes,21 to 30,Less than 5000 SAR,Left
130,1,Female,21 to 30,Single,Bachelor's,From 5 to 10 years,Less than 5 years,Medical sector,Marketing,Marketing Specialist,Less than 5000 SAR,0,Yes,Yes,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,Yes,Medium,Medium,Close,Medium,Yes,Yes,Yes,No,Medium,Satisfied,Yes,21 to 30,Less than 5000 SAR,Left
131,1,Male,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Media sector,Administration,Administrative manager,From 16000 to 20000 S.R,2,Yes,No,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,Travel rarely,Low,No,Medium,Medium,Far,Medium,Yes,Yes,Yes,Yes,Medium,Satisfied,Yes,31 to 40,From 16000 to 20000 S.R,Left
132,0,Female,41 to 50,Married,Bachelor's,Less than 5 years,Less than 5 years,Economic sector,Marketing,Marketing Specialist,Less than 5000 SAR,0,No,No,Yes,No,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Medium,Close,Medium,Sometimes,Yes,No,No,Low,Not satisfied,No,41 to 50,Less than 5000 SAR,Stayed
133,1,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Engineering consulting companies,HR,HR Specialist,Less than 5000 SAR,2,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Difficult,Medium,Easy,No,Yes,No,No,Low,Not satisfied,No,21 to 30,Less than 5000 SAR,Left
134,1,Female,21 to 30,Single,Bachelor's,From 5 to 10 years,From 5 to 10 years,Financial sector,Accounting,Admin accountant,From 5000 to 10000 S.R,2,Yes,No,No,No,No,No,I did not receive any training,No,I do not travel for work,Medium,No,Medium,Medium,Close,Easy,No,No,Yes,No,High,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Left
135,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Industry sector,Information technology,Application specialist,From 5000 to 10000 S.R,2,Yes,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Medium,Yes,High,Easy,Medium,Difficult,Yes,Yes,No,No,Medium,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
137,1,Female,21 to 30,Married,Bachelor's,Less than 5 years,Less than 5 years,Communications and IT sector,Customers service,Customer services representative,Less than 5000 SAR,2,Yes,No,Yes,No,No,No,I did not receive any training,No,I do not travel for work,Low,No,High,Difficult,Far,Medium,Yes,Yes,No,No,Low,Not satisfied,No,21 to 30,Less than 5000 SAR,Left
138,1,Female,21 to 30,Single,Diploma or secondary,From 5 to 10 years,From 5 to 10 years,Medical sector,Customers service,Customer services representative,From 5000 to 10000 S.R,2,Yes,Yes,Yes,No,Yes,No,I did not receive any training,No,I do not travel for work,Low,Yes,High,Easy,Medium,Difficult,Sometimes,Yes,Yes,No,High,Not satisfied,No,21 to 30,From 5000 to 10000 S.R,Left
139,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,"Environment, Water, and Agriculture sector",Processes,Chemical Engineer,From 5000 to 10000 S.R,1,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Medium,Medium,Medium,Medium,No,No,No,No,Low,Not satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
140,1,Female,21 to 30,Married,Bachelor's,Less than 5 years,Less than 5 years,Law firm,Legal Affairs,Lawyer,From 5000 to 10000 S.R,0,No,No,Yes,No,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Low,No,High,Difficult,Medium,Easy,No,Yes,No,No,Low,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Left
141,1,Male,21 to 30,Married,Diploma or secondary,From 11 to 15 years,From 11 to 15 years,Food production sector,Processes,Driver,Less than 5000 SAR,2,Yes,Yes,Yes,No,No,No,I did not receive any training,No,Travel frequently,Low,No,Low,Easy,Medium,Easy,Yes,No,No,No,Low,Not satisfied,Yes,21 to 30,Less than 5000 SAR,Left
142,1,Female,21 to 30,Married,Bachelor's,From 5 to 10 years,Less than 5 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,1,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Medium,Yes,Medium,Medium,Close,Easy,Yes,Yes,No,No,Low,Not satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
