id,attrition,gender,age,maritalstatus,academic_degree,years_experience,years_experience_lastorganization,sector,department,jobtitle,monthlysalary,allowances,medicalinsurance,bonus,overtime,payment_overtime,rewards_wages_satisfaction,get_deserved_promotion,training_programs_during_last_three_years,useful_training_programs,business_travel,job_support,recognition,emotional_commitment,job_engagement,distance_to_work,work_live_balance,physical_stress,psychological_exhaustion,job_stability,health_issues,environment_satisfaction,job_satisfaction,job_opportunities,age_group,salary_band,attrition_label
694,0,Male,41 to 50,Married,Bachelor's,From 11 to 15 years,From 11 to 15 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,Yes,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Low,Yes,High,Medium,Medium,Easy,Yes,Sometimes,Yes,Yes,High,Satisfied,No,41 to 50,Less than 5000 SAR,Stayed
695,0,Female,41 to 50,Married,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Administration,Administrative manager,Less than 5000 SAR,0,No,No,No,I don't have overtime,Yes,No,I did not receive any training,No,I do not travel for work,Low,No,High,Medium,Close,Medium,No,Sometimes,No,No,Medium,Not satisfied,Yes,41 to 50,Less than 5000 SAR,Stayed
696,0,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Low,No,Medium,Difficult,Medium,Medium,Yes,Yes,No,No,Medium,Not satisfied,No,31 to 40,Less than 5000 SAR,Stayed
697,0,Female,21 to 30,Married,Bachelor's,From 26 to 30 years,From 26 to 30 years,Education sector,Administration,Manger assistant,From 11000 to 15000 S.R,0,No,No,No,I don't have overtime,No,No,From 4 to 6 training programs,Yes,I do not travel for work,Low,No,Medium,Medium,Far,Medium,Yes,Yes,Yes,Yes,Medium,Satisfied,No,21 to 30,From 11000 to 15000 S.R,Stayed
698,0,Female,41 to 50,Divorced,Bachelor's,From 26 to 30 years,From 26 to 30 years,Education sector,Administration,Administrative manager,From 16000 to 20000 S.R,0,No,No,No,I don't have overtime,No,No,From 4 to 6 training programs,Yes,Travel rarely,Medium,Yes,High,Easy,Close,Easy,No,Sometimes,Yes,No,High,Very satisfied,No,41 to 50,From 16000 to 20000 S.R,Stayed
699,1,Male,31 to 40,Married,Master's,From 11 to 15 years,Less than 5 years,Financial sector,Accounting,Accountant,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,No,No,From 1 to 3 training programs,No,I do not travel for work,Low,No,Low,Medium,Close,Medium,No,No,No,No,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Left
700,0,Male,41 to 50,Married,Bachelor's,From 16 to 20 years,From 16 to 20 years,Education sector,Administration,Manger assistant,From 11000 to 15000 S.R,0,No,No,No,I don't have overtime,Yes,Yes,From 4 to 6 training programs,Yes,I do not travel for work,Low,Yes,High,Medium,Close,Easy,Sometimes,Sometimes,Yes,No,Medium,Satisfied,No,41 to 50,From 11000 to 15000 S.R,Stayed
701,0,Male,41 to 50,Married,Master's,From 21 to 25 years,From 21 to 25 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,No,No,No,Yes,No,From 4 to 6 training programs,No,I do not travel for work,Medium,Yes,Medium,Difficult,Close,Medium,No,No,No,No,Medium,Satisfied,No,41 to 50,Less than 5000 SAR,Stayed
702,0,Male,31 to 40,Married,Master's,Less than 5 years,Less than 5 years,Economic sector,Administration,Administrative manager,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,From 4 to 6 training programs,No,I do not travel for work,Low,Yes,High,Medium,Medium,Medium,No,No,No,No,Medium,Satisfied,No,31 to 40,Less than 5000 SAR,Stayed
703,1,Female,31 to 40,Divorced,Bachelor's,From 16 to 20 years,Less than 5 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,No,No,Yes,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Low,No,Low,Medium,Close,Medium,Sometimes,Yes,No,Yes,Low,Not satisfied,Yes,31 to 40,Less than 5000 SAR,Left
704,1,Male,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,From 1 to 3 training programs,No,Travel frequently,High,Yes,High,Difficult,Far,Difficult,No,Yes,Yes,No,High,Very satisfied,Yes,21 to 30,Less than 5000 SAR,Left
705,0,Male,31 to 40,Single,Bachelor's,From 11 to 15 years,From 11 to 15 years,Education sector,Administration,Administrative manager,From 5000 to 10000 S.R,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,Yes,High,Easy,Medium,Easy,Sometimes,No,No,No,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
706,1,Male,21 to 30,Single,Master's,Less than 5 years,Less than 5 years,Education sector,Administration,Administrative manager,From 5000 to 10000 S.R,0,No,No,No,No,No,No,I did not receive any training,No,Travel rarely,Low,No,Medium,Medium,Medium,Medium,Yes,Yes,No,No,Low,Not satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
707,0,Male,41 to 50,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,Less than 5000 SAR,2,Yes,No,No,I don't have overtime,Yes,Yes,From 4 to 6 training programs,Yes,I do not travel for work,High,Yes,High,Medium,Close,Easy,Sometimes,No,Yes,No,High,Very satisfied,Yes,41 to 50,Less than 5000 SAR,Stayed
708,0,Male,21 to 30,Single,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,Yes,No,No,I don't have overtime,Yes,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Medium,Medium,Sometimes,Sometimes,No,No,High,Satisfied,No,21 to 30,Less than 5000 SAR,Stayed
709,1,Male,31 to 40,Married,Bachelor's,From 11 to 15 years,Less than 5 years,Education sector,Teaching,Teacher,Less than 5000 SAR,2,Yes,No,Yes,No,No,No,From 4 to 6 training programs,Yes,Travel rarely,Medium,No,Medium,Easy,Medium,Difficult,Yes,Yes,No,Yes,Medium,Satisfied,Yes,31 to 40,Less than 5000 SAR,Left
710,0,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,Less than 5000 SAR,2,Yes,Yes,No,No,Yes,No,From 4 to 6 training programs,Yes,I do not travel for work,High,Yes,High,Easy,Close,Easy,No,No,Yes,No,High,Very satisfied,No,31 to 40,Less than 5000 SAR,Stayed
711,1,Male,31 to 40,Married,Master's,From 11 to 15 years,Less than 5 years,Transport sector,Customers service,Customer services representative,Less than 5000 SAR,1,Yes,No,No,No,No,No,From 4 to 6 training programs,Yes,I do not travel for work,Low,No,Low,Easy,Medium,Difficult,Yes,Yes,No,No,Low,Satisfied,Yes,31 to 40,Less than 5000 SAR,Left
712,0,Male,21 to 30,Married,Bachelor's,From 16 to 20 years,From 16 to 20 years,Education sector,Teaching,Teacher,Less than 5000 SAR,1,Yes,Yes,No,I don't have overtime,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,High,Easy,Close,Easy,Yes,No,Yes,No,Medium,Very satisfied,No,21 to 30,Less than 5000 SAR,Stayed
713,1,Male,21 to 30,Married,Bachelor's,Less than 5 years,Less than 5 years,Energy sector,Customers service,Customer services representative,Less than 5000 SAR,2,Yes,No,Yes,Yes,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Low,No,Low,Medium,Far,Difficult,No,No,No,No,Low,Satisfied,No,21 to 30,Less than 5000 SAR,Left
714,0,Male,31 to 40,Married,Bachelor's,From 16 to 20 years,From 16 to 20 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,1,No,No,No,I don't have overtime,No,No,From 4 to 6 training programs,Yes,I do not travel for work,Low,No,Low,Difficult,Medium,Difficult,Yes,Yes,No,No,Low,Not satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
715,0,Male,41 to 50,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,Yes,No,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,High,Easy,Close,Easy,Sometimes,Sometimes,Yes,No,High,Very satisfied,Yes,41 to 50,Less than 5000 SAR,Stayed
716,0,Male,41 to 50,Married,Bachelor's,From 11 to 15 years,From 11 to 15 years,Education sector,Teaching,Teacher,Less than 5000 SAR,2,Yes,No,No,Yes,Yes,Yes,From 4 to 6 training programs,Yes,I do not travel for work,High,Yes,High,Easy,Close,Medium,Yes,No,Yes,No,High,Satisfied,No,41 to 50,Less than 5000 SAR,Stayed
717,1,Male,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Medium,Medium,Medium,Sometimes,Sometimes,No,No,Medium,Not satisfied,No,21 to 30,Less than 5000 SAR,Left
718,0,Male,41 to 50,Married,Bachelor's,From 16 to 20 years,From 16 to 20 years,Education sector,Teaching,Teacher,Less than 5000 SAR,2,Yes,No,No,No,Yes,No,From 1 to 3 training programs,Yes,Travel rarely,Medium,Yes,High,Medium,Close,Easy,Sometimes,No,No,No,High,Satisfied,No,41 to 50,Less than 5000 SAR,Stayed
719,0,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Administration,Administrative manager,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Low,No,Medium,Easy,Medium,Medium,Yes,Yes,No,No,Medium,Satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Stayed
720,0,Female,41 to 50,Married,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Trainer,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,High,Medium,Far,Difficult,Sometimes,Sometimes,No,No,High,Very satisfied,Yes,41 to 50,Less than 5000 SAR,Stayed
721,0,Male,41 to 50,Married,Bachelor's,From 26 to 30 years,From 26 to 30 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,Yes,Yes,No,I don't have overtime,Yes,No,From 7 training programs to more,Yes,Travel frequently,Medium,Yes,High,Easy,Close,Easy,No,No,Yes,No,High,Very satisfied,No,41 to 50,Less than 5000 SAR,Stayed
722,0,Male,41 to 50,Married,Bachelor's,From 16 to 20 years,From 16 to 20 years,Education sector,Teaching,Teacher,Less than 5000 SAR,2,Yes,No,No,I don't have overtime,Yes,No,From 4 to 6 training programs,Yes,I do not travel for work,Medium,No,High,Easy,Close,Easy,No,No,No,No,Medium,Satisfied,No,41 to 50,Less than 5000 SAR,Stayed
723,0,Male,21 to 30,Married,Bachelor's,From 21 to 25 years,From 21 to 25 years,Education sector,Administration,Administrative manager,From 16000 to 20000 S.R,1,No,No,No,I don't have overtime,Yes,No,From 1 to 3 training programs,Yes,I do not travel for work,Low,Yes,High,Easy,Close,Easy,Sometimes,Yes,Yes,No,Medium,Very satisfied,No,21 to 30,From 16000 to 20000 S.R,Stayed
724,1,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Economic sector,Accounting,Accountant,Less than 5000 SAR,0,No,Yes,No,Yes,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Difficult,Medium,Difficult,Sometimes,Yes,No,Yes,Low,Satisfied,Yes,21 to 30,Less than 5000 SAR,Left
725,0,Male,41 to 50,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,Less than 5000 SAR,2,Yes,No,No,No,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Close,Medium,Yes,Yes,No,No,Medium,Satisfied,No,41 to 50,Less than 5000 SAR,Stayed
726,1,Male,21 to 30,Married,Bachelor's,From 5 to 10 years,Less than 5 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,No,No,From 1 to 3 training programs,No,I do not travel for work,Low,No,Low,Easy,Medium,Difficult,Yes,Yes,No,No,Medium,Not satisfied,No,21 to 30,From 5000 to 10000 S.R,Left
727,0,Male,41 to 50,Married,Bachelor's,From 16 to 20 years,From 16 to 20 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,Yes,No,Yes,Yes,Yes,No,From 7 training programs to more,Yes,Travel frequently,Low,No,Medium,Difficult,Medium,Medium,Yes,Yes,No,No,Medium,Satisfied,Yes,41 to 50,Less than 5000 SAR,Stayed
728,0,Male,21 to 30,Married,Bachelor's,From 21 to 25 years,From 21 to 25 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,Yes,No,Yes,No,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,No,High,Easy,Medium,Easy,Yes,No,Yes,No,Medium,Satisfied,No,21 to 30,Less than 5000 SAR,Stayed
729,1,Male,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Food production sector,Sales,Sales executive,Less than 5000 SAR,0,No,No,Yes,Yes,No,No,I did not receive any training,No,I do not travel for work,Low,Yes,Medium,Medium,Close,Medium,Yes,Sometimes,No,No,High,Satisfied,No,21 to 30,Less than 5000 SAR,Left
730,0,Male,31 to 40,Married,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,Yes,Yes,Yes,No,No,I did not receive any training,No,I do not travel for work,Low,Yes,Medium,Difficult,Far,Difficult,Yes,Yes,No,No,Low,Not satisfied,Yes,31 to 40,Less than 5000 SAR,Stayed
731,0,Male,41 to 50,Married,Bachelor's,Less than 5 years,Less than 5 years,Education sector,Teaching,Teacher,Less than 5000 SAR,1,Yes,No,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,No,High,Difficult,Medium,Medium,Yes,Yes,No,No,High,Satisfied,No,41 to 50,Less than 5000 SAR,Stayed
732,0,Male,41 to 50,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Difficult,Medium,Difficult,Yes,Yes,No,Yes,Low,Not satisfied,Yes,41 to 50,Less than 5000 SAR,Stayed
733,1,Male,31 to 40,Married,Bachelor's,From 11 to 15 years,Less than 5 years,Communications and IT sector,Customers service,Customer services representative,Less than 5000 SAR,0,No,No,Yes,Yes,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Medium,Far,Difficult,Yes,Yes,No,No,Low,Satisfied,No,31 to 40,Less than 5000 SAR,Left
734,0,Male,41 to 50,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,Less than 5000 SAR,1,Yes,No,No,I don't have overtime,No,No,From 7 training programs to more,Yes,Travel rarely,Medium,No,Low,Difficult,Medium,Medium,Yes,Yes,No,No,Low,Not satisfied,Yes,41 to 50,Less than 5000 SAR,Stayed
735,0,Female,41 to 50,Married,Bachelor's,From 21 to 25 years,From 21 to 25 years,Education sector,Teaching,Teacher,Less than 5000 SAR,1,No,No,Yes,No,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,High,Medium,Medium,Easy,Sometimes,Sometimes,No,No,High,Satisfied,Yes,41 to 50,Less than 5000 SAR,Stayed
736,0,Female,41 to 50,Married,Bachelor's,From 26 to 30 years,From 26 to 30 years,Education sector,Teaching,Teacher,Less than 5000 SAR,1,No,Yes,No,I don't have overtime,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Easy,Medium,Easy,Sometimes,No,Yes,No,High,Very satisfied,No,41 to 50,Less than 5000 SAR,Stayed
737,0,Male,21 to 30,Married,Bachelor's,From 21 to 25 years,From 21 to 25 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,Yes,No,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,No,High,Easy,Medium,Medium,Yes,Yes,No,No,Medium,Satisfied,No,21 to 30,Less than 5000 SAR,Stayed
738,0,Male,21 to 30,Married,Bachelor's,From 11 to 15 years,From 11 to 15 years,Education sector,Teaching,Teacher,Less than 5000 SAR,2,Yes,Yes,No,I don't have overtime,Yes,Yes,From 1 to 3 training programs,Yes,Travel rarely,High,Yes,High,Easy,Medium,Easy,No,No,Yes,No,High,Very satisfied,No,21 to 30,Less than 5000 SAR,Stayed
739,0,Female,41 to 50,Married,Bachelor's,From 11 to 15 years,From 11 to 15 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,No,No,I don't have overtime,Yes,Yes,I did not receive any training,No,I do not travel for work,Medium,Yes,Medium,Medium,Close,Medium,Yes,Yes,No,No,Medium,Satisfied,No,41 to 50,Less than 5000 SAR,Stayed
740,0,Male,41 to 50,Married,Bachelor's,From 21 to 25 years,From 21 to 25 years,Education sector,Teaching,Teacher,Less than 5000 SAR,2,Yes,Yes,No,No,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,High,Medium,Close,Medium,Sometimes,Sometimes,Yes,No,High,Satisfied,Yes,41 to 50,Less than 5000 SAR,Stayed
741,0,Male,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Food production sector,Processes,Operations Supervisor,Less than 5000 SAR,3,Yes,Yes,Yes,Yes,Yes,Yes,I did not receive any training,No,I do not travel for work,Medium,Yes,High,Medium,Medium,Easy,No,No,No,Yes,Medium,Satisfied,No,21 to 30,Less than 5000 SAR,Stayed
742,0,Male,31 to 40,Married,Diploma or secondary,Less than 5 years,Less than 5 years,Food production sector,Processes,Quality Specialist,Less than 5000 SAR,3,Yes,No,No,No,No,Yes,I did not receive any training,No,I do not travel for work,High,Yes,Medium,Medium,Medium,Easy,Sometimes,Yes,No,Yes,Medium,Not satisfied,No,31 to 40,Less than 5000 SAR,Stayed
743,0,Female,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Education sector,Administration,Manger assistant,From 5000 to 10000 S.R,3,Yes,Yes,Yes,Yes,Yes,Yes,From 4 to 6 training programs,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,Sometimes,Sometimes,Yes,No,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
744,0,Female,41 to 50,Married,Bachelor's,From 11 to 15 years,From 11 to 15 years,Education sector,Administration,Manger assistant,From 11000 to 15000 S.R,1,Yes,No,No,I don't have overtime,Yes,Yes,From 4 to 6 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Medium,Medium,Yes,No,Yes,Yes,Low,Very satisfied,No,41 to 50,From 11000 to 15000 S.R,Stayed
745,0,Female,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,Yes,No,No,No,No,From 7 training programs to more,Yes,Travel rarely,Low,Yes,Medium,Medium,Close,Medium,Yes,Yes,No,No,Medium,Satisfied,No,31 to 40,Less than 5000 SAR,Stayed
746,0,Male,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Food production sector,Sales,Sales executive,From 5000 to 10000 S.R,2,Yes,Yes,Yes,Yes,No,No,From 1 to 3 training programs,Yes,Travel rarely,Medium,Yes,High,Easy,Medium,Difficult,Yes,Yes,Yes,No,Medium,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Stayed
747,0,Female,41 to 50,Divorced,Diploma or secondary,From 11 to 15 years,From 11 to 15 years,Education sector,Administration,Manger assistant,From 5000 to 10000 S.R,1,Yes,No,No,No,Yes,No,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Easy,Close,Easy,Sometimes,No,Yes,No,High,Very satisfied,No,41 to 50,From 5000 to 10000 S.R,Stayed
748,0,Male,31 to 40,Single,Bachelor's,Less than 5 years,Less than 5 years,Transport sector,Processes,Operations Supervisor,Less than 5000 SAR,0,Yes,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,High,Medium,Close,Medium,Sometimes,Sometimes,No,No,Medium,Satisfied,No,31 to 40,Less than 5000 SAR,Stayed
749,0,Male,21 to 30,Divorced,Diploma or secondary,Less than 5 years,Less than 5 years,Transport sector,Processes,Data entry operator,Less than 5000 SAR,2,Yes,No,No,I don't have overtime,Yes,Yes,From 4 to 6 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Close,Easy,Sometimes,Sometimes,Yes,No,Medium,Satisfied,No,21 to 30,Less than 5000 SAR,Stayed
750,0,Female,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Transport sector,Sales,Purchase specialist,Less than 5000 SAR,3,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,Travel rarely,High,Yes,Medium,Easy,Close,Easy,Sometimes,Sometimes,No,No,Medium,Satisfied,Yes,21 to 30,Less than 5000 SAR,Stayed
751,0,Male,31 to 40,Married,Diploma or secondary,Less than 5 years,Less than 5 years,Transport sector,Technical support,Engineer,Less than 5000 SAR,3,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,Travel rarely,High,Yes,High,Medium,Far,Difficult,No,No,No,No,High,Satisfied,No,31 to 40,Less than 5000 SAR,Stayed
752,0,Female,21 to 30,Married,Diploma or secondary,From 5 to 10 years,From 5 to 10 years,Transport sector,Customers service,Customer services representative,Less than 5000 SAR,3,Yes,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Difficult,Close,Difficult,Sometimes,Yes,No,No,Medium,Not satisfied,No,21 to 30,Less than 5000 SAR,Stayed
753,0,Male,31 to 40,Divorced,Diploma or secondary,From 5 to 10 years,From 5 to 10 years,Transport sector,Processes,Warehouse officer,Less than 5000 SAR,2,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Difficult,Medium,Medium,Sometimes,Sometimes,No,Yes,Medium,Not satisfied,No,31 to 40,Less than 5000 SAR,Stayed
754,0,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Transport sector,Customers service,Customer services representative,From 5000 to 10000 S.R,3,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,Sometimes,No,Yes,No,High,Very satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
755,0,Female,31 to 40,Married,Bachelor's,From 11 to 15 years,From 11 to 15 years,Transport sector,Administration,Supervisor,From 5000 to 10000 S.R,3,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,Travel rarely,High,Yes,High,Easy,Close,Easy,Sometimes,No,Yes,No,Medium,Very satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
756,0,Male,21 to 30,Single,Diploma or secondary,From 5 to 10 years,From 5 to 10 years,Transport sector,Administration,Manger assistant,From 5000 to 10000 S.R,3,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,Travel frequently,High,Yes,High,Easy,Close,Easy,Sometimes,No,Yes,No,Medium,Very satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
757,0,Male,21 to 30,Single,Diploma or secondary,From 5 to 10 years,From 5 to 10 years,Transport sector,Sales,Purchase specialist,From 5000 to 10000 S.R,3,Yes,Yes,Yes,No,Yes,Yes,I did not receive any training,No,I do not travel for work,Medium,No,Medium,Medium,Close,Easy,Sometimes,Sometimes,Yes,No,Medium,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
758,0,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Medium,Close,Medium,Sometimes,Sometimes,No,No,Medium,Not satisfied,Yes,31 to 40,Less than 5000 SAR,Stayed
759,0,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Transport sector,Technical support,Engineer,From 5000 to 10000 S.R,3,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,Travel frequently,High,Yes,High,Medium,Medium,Easy,Sometimes,No,Yes,Yes,High,Very satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
760,0,Male,31 to 40,Married,Bachelor's,From 11 to 15 years,From 11 to 15 years,Transport sector,Sales,Sales executive,From 5000 to 10000 S.R,3,Yes,Yes,Yes,Yes,Yes,Yes,From 4 to 6 training programs,Yes,Travel frequently,High,Yes,High,Easy,Medium,Medium,Yes,Yes,Yes,No,Medium,Very satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Stayed
761,0,Male,31 to 40,Married,Bachelor's,Less than 5 years,Less than 5 years,Transport sector,Production,Production supervisor,From 5000 to 10000 S.R,3,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,Sometimes,No,Yes,Yes,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
762,0,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Administration,Administrative manager,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,Medium,Yes,High,Easy,Close,Easy,Sometimes,No,Yes,No,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
763,0,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Transport sector,Administration,Supervisor,From 5000 to 10000 S.R,4,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Easy,Close,Easy,Sometimes,No,Yes,Yes,Medium,Satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Stayed
764,0,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Medical sector,Patient Affairs,Nurse,Less than 5000 SAR,4,Yes,Yes,Yes,Yes,Yes,Yes,From 4 to 6 training programs,Yes,I do not travel for work,High,Yes,High,Easy,Medium,Medium,No,Yes,Yes,Yes,Medium,Satisfied,Yes,31 to 40,Less than 5000 SAR,Stayed
765,0,Male,21 to 30,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Transport sector,Technical support,Engineer,From 5000 to 10000 S.R,4,Yes,Yes,Yes,Yes,Yes,Yes,I did not receive any training,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,No,No,Yes,No,Medium,Very satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
766,0,Male,31 to 40,Married,Bachelor's,From 16 to 20 years,From 16 to 20 years,Transport sector,Customers service,Customer services representative,From 5000 to 10000 S.R,3,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,No,Sometimes,Yes,Yes,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
767,0,Female,21 to 30,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Transport sector,Customers service,Receptionist,From 5000 to 10000 S.R,4,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Easy,Close,Easy,Sometimes,No,Yes,No,Medium,Very satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Stayed
768,0,Female,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Transport sector,HR,Coordinator,From 5000 to 10000 S.R,4,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,Yes,No,Yes,No,Medium,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
